7896727918963;COD_LST;COD_NBS;ID_ESTOQUE;DESCRICAO;UNI_MEDIDA;PRC_CUSTO;PRC_VENDA;UTL_VENDA;MARGEM_LB;POR_COMISSAO;ULT_FORNEC;NOME;ID_TIPOITEM;TIPO_ITEM;ADICIONAL1;ADICIONAL2;ID_INDEXADOR;INDEXADOR;ID_GRUPO;GRUPO;DESC_CMPL;COD_BARRA;REFERENCIA;PRC_MEDIO;QTD_ATUAL;QTD_MINIM;QTD_INICIO;ULT_COMPRA;PESO;IPI;CF;CST;CST_IPI;CST_PIS;CST_COFINS;PIS;COFINS;IAT;IPPT;COD_NCM;CSOSN;MVA;ID_NIVEL1;NIVEL1;ID_NIVEL2;NIVEL2;TAXA_ICMS;GRADE_SERIE;ISS_ALIQ;ANP;FCI;PRC_ATACADO;CFOP_NF;CFOP_CF;COD_CEST;CENQ;OBSERVACAO
6657;;;6644;BB CREAM JASMYNE MATTE;UN;19,5;34,9;11/10/2022;;;39;BLU COSMETICOS LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7908060114817;JS6077;19,5;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;T;33049990;102;0;;;;;;N;;;;0;5102;5102;2001500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2174/1
6658;;;6645;UNHAS POSTICAS MACRLIAN UP705;UN;19,9;34,9;21/10/2022;;;39;BLU COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7899652101301;UP705;19,9;1;0;0;11/07/2022;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;0;5102;5102;1002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2174/1
6659;;;6646;GEL VOLIA CLASSIC CRYSTAL SACHE 14g;UN;21,94;39,9;17/04/2023;;;164;LFS INDUSTRIA E COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7898964247684;PA081;21,74;0;0;0;25/01/2023;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 18772/1
6660;;;6647;GEL VOLIA CONTROL PINK SACHE 14 G;UN;21,45;39,9;28/07/2023;;;14;Volia Comercio de Cosmeticos Ltda;0;Mercadoria para revenda;;;;;64;UNHA;;7898721330000;PA084;21,45;10;0;0;04/08/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 18772/1
6662;;;6649;BEAUTY BALM TRATTABRASIL 180ml;UN;36,8;57,9;03/10/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617371605;121034;36,8;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6663;;;6650;BRUMA TRATTABRASIL THERMAS;UN;29,68;46,9;18/05/2023;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617372312;121038;29,68;0;0;0;19/09/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6664;;;6651;COMPLEXO TRATTABRASIL BIOFORTIFICANTE 50ml;UN;23,36;36,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617371179;121026;23,36;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6665;;;6652;COND TRATTABRASIL ATIVADOR DE CACHOS 290ml;UN;22,96;35,9;20/09/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617371551;121032;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6666;;;6653;COND TRATTABRASIL BIOFORTIFICANTE 290ml;UN;22,96;35,9;;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617371698;123020;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6667;;;6654;COND TRATTABRASIL COCO IN LOVE 290ml;UN;22,96;35,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617374125;123029;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6668;;;6655;COND TRATTABRASIL ABACATE 290ml;UN;22,96;35,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617376198;123031;22,96;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6669;;;6656;COND TRATTABRASIL BANANA 290ml;UN;22,96;35,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617376150;123030;22,96;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6670;;;6657;EMULSAO TRATTABRASIL THERMAS;UN;22,96;35,9;;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617372404;3001;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6671;;;6658;FINALIZADOR TRATTABRASIL SOS BLOND 180ml;UN;36,8;57,9;20/10/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617371612;121035;36,8;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6672;;;6659;FINALIZADOR TRATTABRASIL BIO PROTEIN 180ml;UN;32,1;49,9;;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617371148;121025;32,1;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6673;;;6660;FLUIDO MATIZADOR TRATTABRASIL PLATINUM EXPRESS;UN;24,54;38,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617375825;121043;24,54;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6674;;;6661;LEAVE IN TRATTABRASIL HIDRA CACHOS 290ml;UN;28,16;43,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617371544;121031;28,16;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6675;;;6662;ALISANTE TRATTABRASIL LISO TOTAL 500g;UN;52,9;79,9;27/08/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617377201;129001;52,9;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33052000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6676;;;6663;MASCARA TRATTABRASIL BIOFORTIFICANTE 500g;UN;34,44;53,9;;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617379304;3232;34,44;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6677;;;6664;MASCARA TRATTABRASIL CARVAO ATIVADO 490g;UN;34,44;53,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617378314;124038;34,44;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6678;;;6665;MASCARA TRATTABRASIL ABACATE 500g;UN;34,44;53,9;17/08/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617379335;3051;34,44;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6680;;;6667;MASCARA TRATTABRASIL THERMAS 500g;UN;34,44;53,9;;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617379267;124044;34,44;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6681;;;6668;PERFUME CAPILAR TRATTABRASIL GLOSS 30ml;UN;24,5883;38,9;30/03/2023;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617373876;3030;24,59;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6682;;;6669;REVIVE CREAM TRATTABRASIL PRO DTOX 290ml;UN;28,14;43,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617373005;124029;28,14;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6683;;;6670;ALISANTE TRATTABRASIL LISO TOTAL 50ml;UN;9,6817;15,9;06/10/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617373920;126055;9,68;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33052000;102;0;;;;;;N;;;;0;5102;5102;2001800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6684;;;6671;MASCARA TRATTABRASIL SOS RECONSTRUTOR 50g;UN;6,4633;10,9;25/02/2023;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617375009;126067;6,46;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6685;;;6672;SHAMPOO TRATTABRASIL CARVAO ATIVADO 290ml;UN;22,96;35,9;16/09/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617378307;122051;22,96;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6686;;;6673;SHAMPOO TRATTABRASIL COCO IN LOVE 290ml;UN;22,96;35,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617374101;122045;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6687;;;6674;SHAMPOO TRATTABRASIL ABACATE 290ml;UN;22,96;35,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617376181;122049;22,96;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6688;;;6675;SHAMPOO TRATTABRASIL BANANA 290ml;UN;22,96;35,9;;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617376143;122048;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6689;;;6676;SHAMPOO TRATTABRASIL PLATINUM EXPRESS 290ml;UN;25,7;39,9;;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617374699;122046;25,7;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6690;;;6677;SHAMPOO TRATTABRASIL POWER NUTRICAO 290ml;UN;22,96;35,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617378321;122052;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6691;;;6678;SHAMPOO TRATTABRASIL PRO DTOX 290ml;UN;25,66;39,9;25/08/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617372992;122039;25,66;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6692;;;6679;SHAMPOO TRATTABRASIL RECONSTRUTOR 290ml;UN;22,96;35,9;19/11/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617375054;122047;22,96;0;0;0;13/09/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6693;;;6680;SHAMPOO TRATTABRASIL THERMAS 290ml;UN;22,96;35,9;08/09/2022;;;133;COSMEDIC DISTRIBUIDORA LTDA;0;Mercadoria para revenda;;;;;;;;7898617372299;122037;22,96;0;0;0;11/07/2022;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 827/1
6699;;;6686;TINTA KERATON MEN CASTANHO ESCURO;UN;17,5;27,9;;;;94;ASK COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;62;CABELO;;7896380603473;4450;17,5;3;0;0;13/07/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1746/1
6700;;;6687;TINTA KERATON MEN CASTANHO MEDIO;UN;17,5;27,9;12/12/2022;;;94;ASK COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;62;CABELO;;7896380603480;4451;17,5;2;0;0;13/07/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1746/1
6701;;;6688;TINTA KERATON MEN CASTANHO CLARO;UN;17,5;27,9;03/08/2022;;;94;ASK COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;62;CABELO;;7896380603497;4452;17,5;2;0;0;13/07/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1746/1
6702;;;6689;MONOMER XeD 30ml;UN;7;20;26/10/2022;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;;;;;3257;7;0;0;0;15/07/2022;0;;;41;53;99;99;;;A;P;33043000;102;0;;;;;;N;;;;0;5102;5102;2800600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2191/2
6703;;;6690;LIXA AVULSA;UN;0,3;0,5;08/07/2023;;;;;0;Mercadoria para revenda;;;;;64;UNHA;;;;0,3;0;0;100;;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2800600;999;
6704;;;6691;MASCARA HASKELL MURUMURU 500g;UN;39,36;59,99;13/05/2023;;;17;MEDEIROS E SALES COMERCIO DE COSMETICOS;0;Mercadoria para revenda;;;;;;;;7898610373033;9066;39,36;0;0;0;14/12/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 32877/3
6705;;;6692;SHAMPOO HASKELL MURUMURU 500ml;UN;25,32;44,99;02/10/2023;;;17;MEDEIROS E SALES COMERCIO DE COSMETICOS;0;Mercadoria para revenda;;;;;62;CABELO;;7898610372999;9067;25,32;0;0;0;20/01/2023;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 32877/3
6706;;;6693;COND HASKELL MURUMURU 500ml;UN;25,32;39,9;02/10/2023;;;17;MEDEIROS E SALES COMERCIO DE COSMETICOS;0;Mercadoria para revenda;;;;;62;CABELO;;7898610373019;9069;24,17;0;0;0;20/01/2023;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 32877/3
6707;;;6694;GEL DE DEFINICAO SALON LINE DAY AFTER 320G;UN;9,44;19,99;01/09/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898524347069;;9,44;0;0;3;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;
6708;;;6695;SHAMPOO SALON LINE MAIS PODEROSOS 300ml;UN;10,87;18,99;22/09/2022;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898009431177;;10,87;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6709;;;6696;SHAMPOO SALON LINE KIDS HIDRATACAO 300ml;UN;11,58;19,99;12/12/2023;;;151;MAIZE DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7898623951167;95116;11,58;2;0;2;16/09/2022;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;
6710;;;6697;COND SALON LINE CACHOS DOS SONHOS 300 ML;UN;13,5;22,75;;;;;;0;Mercadoria para revenda;;;;;;;;7898623953840;;13,5;0;0;2;;0;0;;41;53;6;6;0;0;A;P;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6711;;;6698;COND SALON LINE COLAGENO 300 ML;UN;11,52;19,99;13/09/2022;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7908458306671;;11,52;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6712;;;6699;COND SALON LINE KIDS HIDRATACAO 300ml;UN;12,27;21,99;12/12/2023;;;151;MAIZE DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7898623951174;95117;12,27;1;0;2;16/09/2022;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;
6713;;;6700;ATIVADOR DE CACHOS SALON LINE HIDRA COCO 300 ML;UN;14,12;22,75;23/10/2023;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898623953017;;14,12;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6717;;;6706;BB CREAM SALON LINE MULTY 300 ML;UN;8,76;19,75;;;;;;0;Mercadoria para revenda;;;;;;;;7898524346956;;8,76;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6778;;;6767;ESMALTE EM GEL NATI A COR DO ANO;UN;21,9;34,9;30/08/2022;;;62;P.H. VERSAN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7908083520411;1177;21,9;5;;0;19/07/2022;;0;;41;53;6;6;0;0;A;T;33043000;102;;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 4368/1
6718;;;6707;COND SALON LINE REPARACAO DIARIA 300 ML;UN;;23,9;25/07/2023;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898623954588;;0;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6935;;;6896;MASCARA KAMALEAO COLOR POLVO 150 ML;UN;34,92;57,9;17/12/2023;;;59;KAMALEAO COLOR COMERCIO DE COSMETICOS EIRELI;0;Mercadoria para revenda;;;;;62;CABELO;;7898449395039;101505039;34,92;0;0;0;19/07/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 45306/1
6719;;;6708;LOCAO SALON LINE PERMANENTE AFRO 500 ML;UN;14,96;25,9;22/12/2022;;;151;MAIZE DISTRIBUIDORA DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7898524347588;34758;14,6;0;0;2;16/09/2022;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2001800;999;
6720;;;6709;SHAMPOO BIO EXTRATUS COCO 500ml;UN;;52,9;;;;;;0;Mercadoria para revenda;;;;;62;CABELO;;7898132980733;;0;0;0;2;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;0;5102;5102;2001700;999;
6721;;;6710;COND BIO EXTRATUS COCO 500ml;UN;;52,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898132980771;;0;0;0;3;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6714;;;6703;MASCARA SALON LINE KIDS HIDRATACAO 500 G;UN;;19,99;05/11/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898623951099;;0;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;0;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1019/2
6715;;;6704;CREME SALON LINE HIDRA ORIGINAL 500 ML;UN;12,3;24,5;04/10/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898524346994;;12,3;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6716;;;6705;ATIVADOR DE CACHOS SALON LINE MEL 300 ML;UN;10,37;17,99;19/08/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898524346277;;10,37;0;0;3;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6722;;;6711;FINALIZADOR BIO EXTRATUS KIDS 150 G;UN;11,35;18,9;27/08/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898126403651;;11,35;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6723;;;6712;COND BIO EXTRATUS KIDS CACHEADO 240ml;UN;14,2;22,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898132982300;;14,2;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6724;;;6713;SHAMPOO BIO EXTRATUS QUERAVIT 500 ML;UN;26,7;42,9;21/10/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898126408120;;26,7;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6725;;;6714;MASCARA BIO EXTRATUS QUERAVIT 500 G;UN;32,1;54,9;30/08/2022;;;;;0;Mercadoria para revenda;;;;;;;;7898126402883;;32,1;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;
6726;;;6715;COND BIO EXTRATUS TUTANO 1L;UN;43,55;69,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898126400889;;43,55;0;0;1;;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;
6727;;;6716;SPRAY BIO EXTRATUS SHITAKE PLUS 300ml;UN;29,6;61,9;;;;;;0;Mercadoria para revenda;;;;;;;;7898126404023;;29,6;0;0;1;;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;
